property_type,state,region,city,neighborhood,price_source,base_price_m2,area_m2,bedrooms,bathrooms,floor,parking_spaces,neighborhood_score,condo_fee,age_years,distance_to_center_km
apartment,RS,Sul,Porto Alegre,Área Universitária,FipeZAP,7579.0,99,4,4,22,2,8.9,1353.52,12,9.96
apartment,PE,Nordeste,Recife,Zona Sul,FipeZAP,8615.0,205,4,3,21,2,8.9,3331.21,21,7.37
apartment,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,35,1,1,27,1,7.7,354.77,38,8.32
house,RR,Norte,Boa Vista,Zona Sul,estimated_regional_proxy,5300.0,247,3,2,0,2,9.5,1176.57,39,4.92
apartment,MG,Sudeste,Belo Horizonte,Região Residencial,FipeZAP,10663.0,70,2,2,23,1,7.6,739.28,15,14.98
apartment,PB,Nordeste,João Pessoa,Centro,FipeZAP,8081.0,182,3,3,34,1,7.8,2408.6,28,1.8
house,CE,Nordeste,Fortaleza,Zona Norte,FipeZAP,9350.0,283,5,4,0,1,5.5,637.36,2,16.32
apartment,MG,Sudeste,Belo Horizonte,Zona Sul,FipeZAP,10663.0,117,4,4,26,1,9.0,1373.41,28,7.13
house,PB,Nordeste,João Pessoa,Zona Oeste,FipeZAP,8081.0,210,4,3,0,1,7.6,906.52,2,15.64
apartment,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,80,3,2,24,0,4.6,438.04,10,11.46
apartment,PI,Nordeste,Teresina,Área Universitária,FipeZAP,5857.0,30,1,1,20,0,9.0,343.12,24,5.59
apartment,AP,Norte,Macapá,Centro,estimated_regional_proxy,5400.0,51,3,4,31,1,7.5,589.11,28,1.88
apartment,MT,Centro-Oeste,Cuiabá,Área Nobre,FipeZAP,6931.0,37,2,2,23,0,9.1,391.43,11,2.29
apartment,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,53,2,1,22,0,6.9,527.69,37,20.21
apartment,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,208,3,2,8,1,7.8,2002.71,11,7.75
house,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,267,3,3,0,2,9.5,1160.82,13,2.05
apartment,RN,Nordeste,Natal,Região Periférica,FipeZAP,6334.0,95,2,2,25,1,5.0,923.25,40,21.48
house,SE,Nordeste,Aracaju,Zona Norte,FipeZAP,5529.0,213,4,4,0,2,6.6,512.28,18,13.19
apartment,PE,Nordeste,Recife,Zona Sul,FipeZAP,8615.0,187,4,3,13,1,7.9,3066.15,17,7.03
apartment,RN,Nordeste,Natal,Zona Oeste,FipeZAP,6334.0,95,3,3,25,1,6.1,1380.67,29,13.86
house,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,145,3,4,0,3,7.8,593.32,20,12.43
house,PA,Norte,Belém,Área Nobre,FipeZAP,8882.0,180,2,3,0,2,9.6,669.47,6,2.06
house,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,225,3,3,0,3,7.2,972.54,25,10.91
house,SP,Sudeste,São Paulo,Região Periférica,FipeZAP,12019.0,202,4,3,0,0,6.3,524.91,28,16.12
apartment,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,111,3,4,15,2,6.5,1135.07,37,9.99
apartment,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,154,4,3,33,1,8.1,1373.69,4,14.17
apartment,TO,Norte,Palmas,Zona Norte,estimated_regional_proxy,5900.0,46,2,3,21,1,7.8,548.38,25,7.1
apartment,SE,Nordeste,Aracaju,Zona Leste,FipeZAP,5529.0,84,3,3,18,1,7.6,593.91,34,9.0
apartment,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,168,4,3,26,1,7.7,1512.21,30,14.47
house,CE,Nordeste,Fortaleza,Zona Sul,FipeZAP,9350.0,308,4,5,0,2,7.6,909.54,14,6.56
apartment,ES,Sudeste,Vitória,Zona Norte,FipeZAP,14818.0,142,4,3,15,1,6.5,1484.94,8,11.63
apartment,TO,Norte,Palmas,Centro,estimated_regional_proxy,5900.0,58,2,2,15,1,7.6,767.29,24,2.13
apartment,AP,Norte,Macapá,Zona Leste,estimated_regional_proxy,5400.0,168,5,5,27,0,5.1,2144.17,40,7.35
apartment,MA,Nordeste,São Luís,Área Nobre,FipeZAP,8627.0,177,3,2,5,1,9.5,2051.16,20,3.83
house,SP,Sudeste,São Paulo,Zona Sul,FipeZAP,12019.0,188,5,5,0,1,7.9,979.49,21,10.62
apartment,AP,Norte,Macapá,Área Nobre,estimated_regional_proxy,5400.0,157,4,5,31,0,9.7,1776.87,11,3.2
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,111,2,3,15,1,9.8,1004.13,8,1.42
apartment,AC,Norte,Rio Branco,Região Periférica,estimated_regional_proxy,5200.0,77,1,2,14,0,4.0,749.78,29,13.56
apartment,RN,Nordeste,Natal,Zona Oeste,FipeZAP,6334.0,58,2,1,2,1,8.0,837.73,6,8.33
apartment,PB,Nordeste,João Pessoa,Centro,FipeZAP,8081.0,203,4,3,17,1,8.6,1710.11,12,2.49
apartment,DF,Centro-Oeste,Brasília,Região Residencial,FipeZAP,10090.0,81,2,3,13,0,7.6,632.27,36,13.17
apartment,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,217,4,3,25,1,8.0,1431.49,16,5.62
apartment,PE,Nordeste,Recife,Zona Sul,FipeZAP,8615.0,76,2,1,14,0,9.7,1151.61,28,8.64
apartment,TO,Norte,Palmas,Zona Leste,estimated_regional_proxy,5900.0,177,3,2,2,1,5.2,1166.86,8,10.27
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,159,3,4,13,1,9.3,1686.71,0,2.83
apartment,SP,Sudeste,São Paulo,Centro,FipeZAP,12019.0,140,4,4,7,1,8.9,1803.36,33,3.62
apartment,PI,Nordeste,Teresina,Centro,FipeZAP,5857.0,203,5,5,8,2,7.1,1385.87,29,1.88
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,160,3,2,13,0,9.1,1182.03,24,0.51
apartment,AM,Norte,Manaus,Região Periférica,FipeZAP,7513.0,89,4,4,32,2,7.0,700.07,38,19.17
house,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,232,5,5,0,3,6.3,1266.38,33,8.58
house,MS,Centro-Oeste,Campo Grande,Área Nobre,FipeZAP,6839.0,259,3,3,0,3,9.5,1285.25,10,1.87
apartment,RR,Norte,Boa Vista,Região Comercial,estimated_regional_proxy,5300.0,55,1,1,14,1,7.3,603.89,22,9.23
house,MA,Nordeste,São Luís,Zona Oeste,FipeZAP,8627.0,82,2,1,0,2,6.0,269.71,12,18.04
apartment,AM,Norte,Manaus,Zona Norte,FipeZAP,7513.0,164,4,4,15,1,6.1,1760.44,30,4.09
house,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,181,4,4,0,2,7.0,919.01,8,5.86
apartment,PB,Nordeste,João Pessoa,Zona Norte,FipeZAP,8081.0,89,2,2,5,0,7.1,925.62,4,6.13
house,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,247,4,5,0,2,9.7,1514.9,1,6.93
apartment,SC,Sul,Florianópolis,Zona Leste,FipeZAP,13208.0,100,2,1,24,0,7.3,1297.13,26,21.8
apartment,AL,Nordeste,Maceió,Centro,FipeZAP,9908.0,211,4,3,9,1,8.4,2365.86,28,3.35
apartment,PA,Norte,Belém,Centro,FipeZAP,8882.0,144,4,3,33,0,9.0,1377.61,19,0.74
apartment,PE,Nordeste,Recife,Região Periférica,FipeZAP,8615.0,126,3,2,31,3,6.9,1372.88,28,23.53
apartment,AL,Nordeste,Maceió,Região Periférica,FipeZAP,9908.0,125,3,4,27,2,6.6,1388.83,34,23.49
apartment,CE,Nordeste,Fortaleza,Zona Sul,FipeZAP,9350.0,132,3,3,14,1,9.0,1452.13,35,3.31
apartment,SP,Sudeste,São Paulo,Zona Sul,FipeZAP,12019.0,162,4,3,3,2,8.5,1517.41,39,11.35
apartment,MA,Nordeste,São Luís,Região Residencial,FipeZAP,8627.0,51,3,2,7,1,8.6,400.72,27,13.24
apartment,PB,Nordeste,João Pessoa,Área Nobre,FipeZAP,8081.0,170,5,4,12,1,8.9,1554.29,17,6.87
apartment,ES,Sudeste,Vitória,Área Universitária,FipeZAP,14818.0,197,4,5,26,1,8.9,1516.5,27,11.81
apartment,MA,Nordeste,São Luís,Zona Norte,FipeZAP,8627.0,57,2,1,9,2,7.4,851.33,40,7.12
house,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,173,4,5,0,1,5.1,528.89,17,25.2
house,BA,Nordeste,Salvador,Zona Oeste,FipeZAP,8385.0,222,3,2,0,2,6.2,1097.13,4,17.86
apartment,MA,Nordeste,São Luís,Região Residencial,FipeZAP,8627.0,195,4,5,19,1,8.5,2397.17,14,5.57
house,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,61,3,2,0,1,8.6,269.43,23,3.24
house,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,268,5,4,0,2,8.2,945.67,40,8.6
apartment,AP,Norte,Macapá,Região Residencial,estimated_regional_proxy,5400.0,111,3,4,25,1,7.9,978.16,26,8.76
apartment,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,122,3,4,35,2,9.7,1657.29,0,3.77
house,MT,Centro-Oeste,Cuiabá,Zona Leste,FipeZAP,6931.0,60,2,1,0,3,5.8,339.99,31,9.09
house,AC,Norte,Rio Branco,Região Comercial,estimated_regional_proxy,5200.0,222,4,3,0,4,8.3,957.84,34,4.31
apartment,RO,Norte,Porto Velho,Área Universitária,estimated_regional_proxy,5600.0,140,2,2,24,0,7.6,1981.96,30,7.0
apartment,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,84,3,4,28,0,6.2,1053.09,11,10.21
apartment,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,188,4,4,27,1,6.5,2353.97,9,4.57
apartment,PI,Nordeste,Teresina,Zona Leste,FipeZAP,5857.0,37,2,1,16,1,5.4,407.93,11,5.89
apartment,DF,Centro-Oeste,Brasília,Área Universitária,FipeZAP,10090.0,164,4,4,9,1,8.2,1442.09,33,9.4
apartment,AC,Norte,Rio Branco,Região Residencial,estimated_regional_proxy,5200.0,195,4,4,3,1,6.4,2435.12,40,12.18
apartment,ES,Sudeste,Vitória,Zona Oeste,FipeZAP,14818.0,122,2,3,12,1,6.6,1657.33,26,16.86
apartment,RJ,Sudeste,Rio de Janeiro,Zona Leste,FipeZAP,10939.0,132,4,5,19,3,5.7,1606.93,17,13.31
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,66,3,3,34,2,6.6,700.04,8,8.24
apartment,PA,Norte,Belém,Região Comercial,FipeZAP,8882.0,121,2,2,15,0,8.9,1213.4,35,6.56
apartment,DF,Centro-Oeste,Brasília,Área Universitária,FipeZAP,10090.0,196,4,3,3,2,7.7,2270.5,40,4.84
apartment,RO,Norte,Porto Velho,Área Universitária,estimated_regional_proxy,5600.0,148,3,4,29,0,8.9,912.67,28,2.14
apartment,MG,Sudeste,Belo Horizonte,Região Periférica,FipeZAP,10663.0,160,3,4,33,1,5.9,1353.04,11,12.7
house,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,213,4,4,0,2,8.7,928.52,22,4.91
house,SP,Sudeste,São Paulo,Zona Norte,FipeZAP,12019.0,136,2,3,0,4,7.2,841.87,25,8.39
apartment,MG,Sudeste,Belo Horizonte,Zona Norte,FipeZAP,10663.0,205,3,3,15,0,6.9,1539.46,38,13.67
house,BA,Nordeste,Salvador,Zona Oeste,FipeZAP,8385.0,237,3,4,0,1,8.3,816.64,7,13.01
apartment,PB,Nordeste,João Pessoa,Zona Sul,FipeZAP,8081.0,157,3,3,28,1,8.2,1982.7,39,10.87
house,AC,Norte,Rio Branco,Zona Oeste,estimated_regional_proxy,5200.0,116,4,3,0,3,8.2,839.21,20,10.72
apartment,CE,Nordeste,Fortaleza,Zona Norte,FipeZAP,9350.0,34,1,2,27,1,7.1,491.66,17,5.01
apartment,TO,Norte,Palmas,Centro,estimated_regional_proxy,5900.0,204,3,4,3,1,7.6,1307.63,20,0.76
apartment,AC,Norte,Rio Branco,Zona Sul,estimated_regional_proxy,5200.0,166,3,2,19,0,9.1,1854.04,8,2.78
apartment,RO,Norte,Porto Velho,Área Universitária,estimated_regional_proxy,5600.0,187,5,4,15,1,8.7,2206.23,10,12.39
apartment,AC,Norte,Rio Branco,Zona Norte,estimated_regional_proxy,5200.0,182,4,5,27,0,7.5,2091.83,0,11.51
apartment,BA,Nordeste,Salvador,Área Nobre,FipeZAP,8385.0,161,5,5,13,1,9.1,2881.59,24,6.34
apartment,SC,Sul,Florianópolis,Área Universitária,FipeZAP,13208.0,147,4,4,17,3,8.5,2138.97,28,13.16
apartment,GO,Centro-Oeste,Goiânia,Região Comercial,FipeZAP,8226.0,215,5,4,35,2,8.6,2312.55,20,3.26
house,AL,Nordeste,Maceió,Área Universitária,FipeZAP,9908.0,288,5,4,0,3,6.9,1021.59,32,4.91
apartment,PB,Nordeste,João Pessoa,Área Universitária,FipeZAP,8081.0,134,2,3,17,1,7.8,1806.06,26,11.21
apartment,AP,Norte,Macapá,Zona Oeste,estimated_regional_proxy,5400.0,203,4,5,5,0,8.4,2039.33,32,5.2
apartment,TO,Norte,Palmas,Zona Sul,estimated_regional_proxy,5900.0,71,2,3,25,3,9.0,991.92,9,10.06
apartment,DF,Centro-Oeste,Brasília,Área Universitária,FipeZAP,10090.0,38,1,1,3,0,8.6,338.35,24,13.77
apartment,RN,Nordeste,Natal,Zona Sul,FipeZAP,6334.0,60,3,2,23,1,9.5,713.06,6,6.54
apartment,PE,Nordeste,Recife,Área Nobre,FipeZAP,8615.0,108,3,4,19,1,9.6,927.69,3,0.52
house,MT,Centro-Oeste,Cuiabá,Região Periférica,FipeZAP,6931.0,214,4,3,0,3,5.5,613.68,7,14.57
apartment,PB,Nordeste,João Pessoa,Zona Norte,FipeZAP,8081.0,159,3,2,8,0,6.6,1105.87,4,15.18
house,AC,Norte,Rio Branco,Área Universitária,estimated_regional_proxy,5200.0,64,2,1,0,1,8.5,219.6,26,9.79
apartment,TO,Norte,Palmas,Zona Leste,estimated_regional_proxy,5900.0,70,2,3,6,2,6.5,741.88,6,10.86
apartment,DF,Centro-Oeste,Brasília,Zona Oeste,FipeZAP,10090.0,127,2,1,15,0,8.2,1342.76,34,18.37
apartment,MA,Nordeste,São Luís,Região Periférica,FipeZAP,8627.0,163,4,5,22,1,4.3,1350.66,2,14.55
apartment,SP,Sudeste,São Paulo,Área Universitária,FipeZAP,12019.0,41,2,3,17,1,8.4,600.14,34,11.75
apartment,MT,Centro-Oeste,Cuiabá,Região Comercial,FipeZAP,6931.0,124,3,2,2,1,7.5,952.26,39,9.71
apartment,MT,Centro-Oeste,Cuiabá,Zona Sul,FipeZAP,6931.0,110,2,1,0,1,8.8,795.15,0,11.87
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,191,4,3,14,0,9.8,1695.48,1,2.93
apartment,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,146,3,3,17,3,7.6,1324.91,23,8.76
house,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,274,5,4,0,2,6.2,1165.48,17,5.54
house,SE,Nordeste,Aracaju,Região Periférica,FipeZAP,5529.0,229,5,5,0,1,6.7,631.82,13,14.88
apartment,BA,Nordeste,Salvador,Zona Leste,FipeZAP,8385.0,68,2,3,14,0,7.0,505.94,27,17.87
house,SC,Sul,Florianópolis,Zona Oeste,FipeZAP,13208.0,102,3,4,0,1,7.5,431.63,8,6.25
apartment,RN,Nordeste,Natal,Região Residencial,FipeZAP,6334.0,35,2,1,23,1,7.7,623.86,38,13.77
apartment,CE,Nordeste,Fortaleza,Zona Oeste,FipeZAP,9350.0,214,3,4,8,2,6.0,2842.73,19,5.45
apartment,CE,Nordeste,Fortaleza,Centro,FipeZAP,9350.0,34,1,1,5,0,9.1,435.09,29,3.46
apartment,RN,Nordeste,Natal,Região Residencial,FipeZAP,6334.0,200,4,3,14,0,6.8,1879.22,3,3.53
apartment,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,54,2,2,23,3,9.1,1223.53,8,5.0
apartment,PB,Nordeste,João Pessoa,Área Nobre,FipeZAP,8081.0,136,2,2,5,1,9.3,1414.11,6,5.46
apartment,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,218,3,3,6,1,8.8,1625.37,17,2.67
apartment,RJ,Sudeste,Rio de Janeiro,Área Universitária,FipeZAP,10939.0,138,2,3,14,1,6.6,1040.73,4,9.26
apartment,AC,Norte,Rio Branco,Zona Oeste,estimated_regional_proxy,5200.0,40,2,2,11,2,6.4,698.76,33,17.84
apartment,ES,Sudeste,Vitória,Zona Norte,FipeZAP,14818.0,68,3,3,13,0,7.4,827.9,9,14.8
apartment,AP,Norte,Macapá,Região Periférica,estimated_regional_proxy,5400.0,219,4,3,25,1,4.8,2543.53,33,13.41
apartment,RJ,Sudeste,Rio de Janeiro,Zona Norte,FipeZAP,10939.0,121,2,2,20,0,7.2,963.78,8,11.74
apartment,SC,Sul,Florianópolis,Zona Sul,FipeZAP,13208.0,70,2,2,31,2,8.2,1396.19,9,2.91
apartment,AM,Norte,Manaus,Zona Norte,FipeZAP,7513.0,138,2,1,6,3,7.5,1832.33,20,6.19
apartment,ES,Sudeste,Vitória,Zona Sul,FipeZAP,14818.0,118,2,1,2,2,9.5,1144.7,4,6.93
house,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,223,4,5,0,2,9.0,1245.93,3,1.07
apartment,TO,Norte,Palmas,Região Residencial,estimated_regional_proxy,5900.0,107,3,3,14,1,8.3,1081.41,9,10.12
apartment,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,143,3,2,35,1,5.9,1520.01,4,15.88
apartment,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,56,1,2,16,1,5.9,596.08,33,25.57
apartment,AM,Norte,Manaus,Região Comercial,FipeZAP,7513.0,127,3,3,33,1,6.5,1535.21,4,8.02
apartment,MT,Centro-Oeste,Cuiabá,Região Residencial,FipeZAP,6931.0,101,4,5,30,0,7.3,1157.21,22,15.97
house,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,91,2,3,0,1,7.2,350.04,40,9.95
apartment,SC,Sul,Florianópolis,Centro,FipeZAP,13208.0,44,2,3,13,1,8.4,351.37,8,1.32
apartment,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,84,4,4,34,2,7.0,1353.12,21,1.82
apartment,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,219,3,4,27,1,9.5,3511.53,8,6.17
house,BA,Nordeste,Salvador,Região Residencial,FipeZAP,8385.0,157,3,3,0,0,8.4,553.22,19,11.81
apartment,SE,Nordeste,Aracaju,Zona Sul,FipeZAP,5529.0,157,4,4,14,2,9.2,2730.01,15,4.18
apartment,CE,Nordeste,Fortaleza,Área Nobre,FipeZAP,9350.0,110,4,4,3,0,9.8,1165.91,4,6.53
house,PB,Nordeste,João Pessoa,Zona Norte,FipeZAP,8081.0,157,3,3,0,0,6.3,288.09,9,7.85
house,RS,Sul,Porto Alegre,Zona Leste,FipeZAP,7579.0,142,2,2,0,3,5.4,854.08,23,19.79
apartment,RS,Sul,Porto Alegre,Centro,FipeZAP,7579.0,55,3,3,19,1,8.7,917.79,29,1.29
house,BA,Nordeste,Salvador,Centro,FipeZAP,8385.0,237,4,3,0,1,7.5,648.82,21,3.65
apartment,PI,Nordeste,Teresina,Região Periférica,FipeZAP,5857.0,111,3,2,1,1,6.1,569.63,17,14.87
apartment,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,175,5,5,33,1,6.9,1213.28,31,1.36
apartment,RN,Nordeste,Natal,Área Universitária,FipeZAP,6334.0,63,2,2,25,3,7.4,1217.08,7,13.19
apartment,MG,Sudeste,Belo Horizonte,Região Comercial,FipeZAP,10663.0,162,3,4,34,1,8.8,1576.32,13,8.03
apartment,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,59,2,2,26,2,8.4,919.46,24,15.63
apartment,RN,Nordeste,Natal,Região Comercial,FipeZAP,6334.0,199,3,3,10,2,8.0,2256.94,13,7.05
apartment,DF,Centro-Oeste,Brasília,Zona Oeste,FipeZAP,10090.0,87,3,4,8,1,6.3,786.9,33,12.59
house,SP,Sudeste,São Paulo,Região Periférica,FipeZAP,12019.0,241,4,4,0,3,5.6,703.19,20,20.64
house,AC,Norte,Rio Branco,Zona Norte,estimated_regional_proxy,5200.0,277,3,4,0,1,7.9,1197.34,39,5.98
apartment,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,84,2,3,15,2,7.8,1145.64,21,10.43
apartment,SP,Sudeste,São Paulo,Zona Norte,FipeZAP,12019.0,188,3,2,16,1,5.8,1499.52,13,10.75
apartment,SC,Sul,Florianópolis,Região Periférica,FipeZAP,13208.0,53,1,1,14,0,5.6,215.22,30,25.89
apartment,SE,Nordeste,Aracaju,Zona Oeste,FipeZAP,5529.0,218,4,4,7,1,7.4,2039.41,10,14.02
apartment,MG,Sudeste,Belo Horizonte,Região Residencial,FipeZAP,10663.0,120,2,1,3,1,8.7,1280.27,23,10.02
apartment,ES,Sudeste,Vitória,Região Residencial,FipeZAP,14818.0,188,3,2,32,0,8.2,2378.78,7,13.36
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,119,4,4,24,0,9.0,1105.79,0,1.46
apartment,SP,Sudeste,São Paulo,Zona Leste,FipeZAP,12019.0,185,4,5,5,0,6.4,1083.04,36,12.03
house,MG,Sudeste,Belo Horizonte,Zona Oeste,FipeZAP,10663.0,207,4,4,0,1,6.1,755.96,13,11.26
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,92,3,2,22,1,9.8,1758.02,1,1.58
house,AL,Nordeste,Maceió,Zona Leste,FipeZAP,9908.0,313,4,5,0,2,6.3,1003.7,5,17.05
apartment,ES,Sudeste,Vitória,Centro,FipeZAP,14818.0,186,4,4,4,1,8.1,2072.83,15,0.68
house,SP,Sudeste,São Paulo,Região Periférica,FipeZAP,12019.0,75,3,3,0,2,5.5,287.93,16,10.01
apartment,PR,Sul,Curitiba,Zona Norte,FipeZAP,11694.0,199,5,4,11,2,6.5,1036.98,15,5.57
house,RN,Nordeste,Natal,Zona Oeste,FipeZAP,6334.0,212,4,4,0,1,8.1,756.65,6,11.4
apartment,AM,Norte,Manaus,Centro,FipeZAP,7513.0,94,3,4,14,2,7.6,790.85,4,3.52
apartment,PE,Nordeste,Recife,Zona Leste,FipeZAP,8615.0,128,2,2,15,1,6.3,1040.24,39,15.69
apartment,MT,Centro-Oeste,Cuiabá,Área Nobre,FipeZAP,6931.0,146,4,4,3,3,9.9,2179.36,25,1.23
apartment,PI,Nordeste,Teresina,Centro,FipeZAP,5857.0,195,4,3,18,1,7.1,1607.41,25,2.32
apartment,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,206,4,3,13,1,7.1,1185.6,25,9.56
house,PB,Nordeste,João Pessoa,Região Periférica,FipeZAP,8081.0,110,3,3,0,3,5.5,539.97,25,12.83
apartment,SC,Sul,Florianópolis,Região Periférica,FipeZAP,13208.0,137,3,4,11,0,6.9,973.32,11,25.81
house,AL,Nordeste,Maceió,Centro,FipeZAP,9908.0,228,3,4,0,2,7.8,866.35,18,0.8
apartment,RO,Norte,Porto Velho,Zona Leste,estimated_regional_proxy,5600.0,103,3,2,29,2,7.9,1113.37,4,12.74
apartment,PB,Nordeste,João Pessoa,Área Universitária,FipeZAP,8081.0,39,1,1,15,2,8.5,597.78,34,3.0
apartment,MG,Sudeste,Belo Horizonte,Área Universitária,FipeZAP,10663.0,102,2,2,14,2,6.6,1119.76,39,2.48
apartment,PI,Nordeste,Teresina,Área Universitária,FipeZAP,5857.0,151,4,3,4,1,6.5,870.29,20,4.28
apartment,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,67,3,2,12,0,7.2,767.12,20,8.49
apartment,RR,Norte,Boa Vista,Área Universitária,estimated_regional_proxy,5300.0,179,4,4,25,0,6.9,1212.8,10,11.33
apartment,PR,Sul,Curitiba,Área Universitária,FipeZAP,11694.0,94,2,2,28,2,8.5,1011.22,5,7.21
house,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,269,4,3,0,3,9.3,863.32,34,4.19
house,AC,Norte,Rio Branco,Zona Leste,estimated_regional_proxy,5200.0,308,5,5,0,0,5.1,1145.97,30,7.19
apartment,AM,Norte,Manaus,Centro,FipeZAP,7513.0,101,2,2,20,2,9.2,1007.52,4,2.47
house,PE,Nordeste,Recife,Região Periférica,FipeZAP,8615.0,162,2,2,0,0,4.5,322.12,39,20.11
house,PE,Nordeste,Recife,Área Nobre,FipeZAP,8615.0,154,3,4,0,2,9.5,981.4,29,1.56
house,MT,Centro-Oeste,Cuiabá,Região Residencial,FipeZAP,6931.0,121,3,4,0,0,7.7,223.71,22,15.58
apartment,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,54,2,2,29,2,7.1,668.91,25,9.57
apartment,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,211,3,3,14,2,8.0,1995.41,4,3.82
apartment,MG,Sudeste,Belo Horizonte,Zona Leste,FipeZAP,10663.0,139,2,1,18,0,7.2,1532.97,12,8.76
apartment,PA,Norte,Belém,Região Comercial,FipeZAP,8882.0,48,1,2,18,1,8.1,693.75,39,5.87
apartment,SC,Sul,Florianópolis,Centro,FipeZAP,13208.0,39,2,2,20,0,7.3,342.47,15,1.22
apartment,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,177,4,4,31,3,6.9,2026.28,27,17.63
apartment,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,210,4,3,21,0,9.6,3607.47,20,1.06
apartment,RN,Nordeste,Natal,Zona Norte,FipeZAP,6334.0,158,4,4,2,1,6.4,1956.09,0,7.97
apartment,PE,Nordeste,Recife,Região Comercial,FipeZAP,8615.0,180,5,5,21,1,7.3,2620.87,4,2.83
house,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,173,2,1,0,3,7.1,731.65,21,1.83
house,TO,Norte,Palmas,Região Residencial,estimated_regional_proxy,5900.0,130,3,2,0,2,7.9,314.18,32,5.95
apartment,MG,Sudeste,Belo Horizonte,Área Nobre,FipeZAP,10663.0,169,4,5,27,1,8.8,2116.32,35,4.98
apartment,RS,Sul,Porto Alegre,Zona Norte,FipeZAP,7579.0,134,3,2,15,1,8.0,1446.86,7,11.49
apartment,MS,Centro-Oeste,Campo Grande,Zona Leste,FipeZAP,6839.0,177,4,5,31,2,5.1,1271.92,14,17.74
apartment,ES,Sudeste,Vitória,Região Comercial,FipeZAP,14818.0,214,3,2,32,0,8.0,3070.68,22,2.77
apartment,PA,Norte,Belém,Zona Oeste,FipeZAP,8882.0,65,2,3,21,0,6.8,800.57,3,12.79
house,PA,Norte,Belém,Região Residencial,FipeZAP,8882.0,94,3,3,0,2,7.7,421.98,8,6.1
apartment,TO,Norte,Palmas,Região Residencial,estimated_regional_proxy,5900.0,176,4,4,7,0,8.6,1606.34,13,15.57
apartment,RO,Norte,Porto Velho,Zona Leste,estimated_regional_proxy,5600.0,111,2,2,30,1,5.8,867.66,7,6.09
apartment,RN,Nordeste,Natal,Zona Sul,FipeZAP,6334.0,36,1,1,3,1,8.8,405.15,0,10.54
